cell,graph,knn,n_points,n_sel_models,c_mean,c_sd,frac_negative,moran_I,null_mean,null_sd,z,p_perm,n_blocks,n_blocks_negative,frac_blocks_negative
FL_band_AE_s0,knn,10,9412,14,0.007431447776310547,0.019758345205892244,0.2991925201869953,0.6637046018246151,0.00042431325054941336,0.005178594418661155,128.08114228523547,0.0196078431372549,312,62,0.1987179487179487
