state,protocol,fold,train_domain,eval_domain,kind,tile,n_pos,n_neg,auc,ap,bfe,panel_scale,elev,hand,imperv,water
CO,band,0,A,AE,OOD,-20_32,40,141,0.9927304964539008,0.9721821648060666,0.8200771853291582,6000.0,2270.427001953125,35.900146484375,0.0,0.0
CO,band,0,A,AE,OOD,-20_36,45,162,0.9998628257887517,0.9995169082125607,2.9405562386278166,12000.0,2143.8779296875,67.0999755859375,0.0,0.0
CO,band,0,AE,A,OOD,-11_32,44,32,0.9836647727272727,0.9849864203906901,0.5340172771990488,24000.0,1143.3792114257812,1.9000244140625,0.0,0.0
CO,band,0,AE,A,OOD,-11_33,452,173,0.9362627244360325,0.9710980662677254,0.5340172771990488,24000.0,1073.2362060546875,1.2000732421875,0.0,0.0
CO,band,0,AE,A,OOD,-11_34,76,51,0.9171826625386997,0.9350460398706619,0.5340172771990488,24000.0,1131.5377197265625,1.9000244140625,0.0,0.0
CO,band,0,AE,A,OOD,-12_32,51,53,0.9748427672955975,0.9238521018829999,0.5340172771990488,24000.0,1302.2138061523438,4.39996337890625,0.0,0.0
CO,band,0,AE,A,OOD,-14_36,473,277,0.9576709077170835,0.9726560450330946,1.8972700132404465,24000.0,1775.4893798828125,2.5,0.0,0.0
CO,band,0,AE,A,OOD,-14_37,419,233,0.9911192600407674,0.9947703141101911,2.618682738577198,24000.0,1586.5700073242188,2.2000732421875,0.0,0.0
CO,band,0,AE,A,OOD,-15_32,87,56,0.9922003284072249,0.9951162370981277,0.26492988682649626,24000.0,1718.71923828125,1.9000244140625,0.0,0.0
CO,band,0,AE,A,OOD,-15_34,640,566,0.9742988074204948,0.9790202410685918,0.6992865332940402,24000.0,1440.8768310546875,2.5999755859375,0.0,0.0
CO,band,0,AE,A,OOD,-15_37,414,414,0.9865574459147237,0.9868960448253469,2.618682738577198,24000.0,1760.1397705078125,3.7999267578125,0.0,0.0
CO,band,0,AE,A,OOD,-15_38,568,282,0.8890158325841574,0.94242030295281,0.4985742665666153,24000.0,1515.9168090820312,1.800048828125,0.0,0.0
CO,band,0,AE,A,OOD,-16_34,522,435,0.9733782534020347,0.9780352192990741,0.6992865332940402,12000.0,1588.959228515625,3.9000244140625,0.0,0.0
CO,band,0,AE,A,OOD,-16_36,84,311,0.9864875210534374,0.9297502598042839,1.8972700132404465,12000.0,2277.498779296875,26.699951171875,0.0,0.0
CO,band,0,AE,A,OOD,-18_37,100,211,0.9948341232227489,0.9891616855463281,1.4738408079160736,6000.0,3178.7783203125,46.0,0.0,0.0
CO,band,0,AE,A,OOD,-19_37,72,216,0.9976208847736626,0.9923231369294965,2.742322162871958,24000.0,2695.97021484375,59.949951171875,0.0,0.0
CO,band,0,AE,A,OOD,-20_32,111,292,0.9969147229421202,0.9911376113158176,0.8200771853291582,12000.0,2185.366943359375,33.60009765625,0.0,0.0
CO,band,0,AE,A,OOD,-20_36,52,118,0.9957627118644068,0.9878666229296953,2.0466789510249295,24000.0,2189.2479248046875,26.95001220703125,0.0,0.0
CO,band,0,AE,A,OOD,-20_38,49,84,0.9978134110787171,0.9960881996335594,0.019068590551404925,12000.0,2286.1455078125,31.0,0.0,0.0
CO,band,0,AE,A,OOD,-22_38,87,99,0.9930337861372345,0.9920371294600726,0.019068590551404925,24000.0,2054.0467529296875,12.199951171875,0.0,0.0
CO,band,0,AE,AE,ID,-11_33,336,40,0.9943452380952381,0.9993171417651842,0.5340172771990488,6000.0,1055.7991943359375,1.0,0.0,0.0
CO,band,0,AE,AE,ID,-14_36,41,66,0.9645232815964524,0.9442298733870358,2.524434589778718,24000.0,1636.90576171875,3.5,0.0,0.0
CO,band,0,AE,AE,ID,-15_32,56,75,0.9988095238095238,0.9984906462585036,0.26492988682649626,6000.0,1840.29638671875,10.699951171875,0.0,0.0
CO,band,0,AE,AE,ID,-15_34,558,647,0.9767745259344203,0.9772625680399443,0.6992865332940402,12000.0,1456.6781005859375,3.5,0.0,0.0
CO,band,0,AE,AE,ID,-15_37,689,934,0.9837753253170812,0.9701282295543716,2.618682738577198,6000.0,1701.407958984375,4.5999755859375,0.0,0.0
CO,band,0,AE,AE,ID,-15_38,1082,738,0.9882870224266014,0.9915747675068632,0.4985742665666153,12000.0,1517.2415771484375,2.0999755859375,0.0,0.0
CO,band,0,AE,AE,ID,-16_34,244,215,0.9965116279069768,0.9971659096143939,1.488841657636012,6000.0,1573.372314453125,4.2999267578125,0.0,0.0
CO,band,0,AE,AE,ID,-16_36,99,305,0.989733399569465,0.9609952415951949,4.464403047586651,6000.0,2173.3074951171875,26.45001220703125,0.0,0.0
CO,band,0,AE,AE,ID,-18_37,54,224,0.9968584656084656,0.9867453432417779,3.8036216647881775,6000.0,2857.321044921875,59.699951171875,0.0,0.0
CO,band,0,AE,AE,ID,-19_37,77,277,0.9999531154765812,0.9998334998334999,2.742322162871958,6000.0,2349.3148193359375,54.10009765625,0.0,0.0
CO,band,0,AE,AE,ID,-19_38,93,144,1.0,1.0,3.8036216647881775,6000.0,2118.9111328125,21.199951171875,0.0,0.0
CO,band,0,AE,AE,ID,-20_32,40,141,0.9955673758865248,0.9857860534770507,0.8200771853291582,6000.0,2270.427001953125,35.900146484375,0.0,0.0
CO,band,0,AE,AE,ID,-20_36,45,162,1.0,1.0000000000000002,2.9405562386278166,12000.0,2143.8779296875,67.0999755859375,0.0,0.0
CO,band,1,A,A,ID,-12_33,595,184,0.9873401534526854,0.9957058046615885,0.5340172771990488,24000.0,1120.75830078125,1.4000244140625,0.0,0.0
CO,band,1,A,A,ID,-13_40,147,63,0.9841269841269842,0.9932023411876083,0.20835211832052025,24000.0,1298.0108642578125,1.9000244140625,0.0,0.0
CO,band,1,A,A,ID,-15_33,234,261,0.9892261846284834,0.9869587627736773,0.6992865332940402,24000.0,1458.1639404296875,3.9000244140625,0.0,0.0
CO,band,1,A,A,ID,-15_39,407,244,0.9780682321665928,0.9866601384370095,0.4985742665666153,24000.0,1451.7337646484375,1.9000244140625,0.0,0.0
CO,band,1,A,A,ID,-16_33,81,74,0.9808141474808141,0.9846502949136586,0.6992865332940402,12000.0,1837.600830078125,6.300048828125,0.0,0.0
CO,band,1,A,A,ID,-16_38,202,428,0.981771074303692,0.9667466344530031,1.966264907156103,12000.0,1623.68896484375,8.2999267578125,0.0,0.0
CO,band,1,A,A,ID,-17_36,398,217,0.9871361415371789,0.9920051435078261,,24000.0,2726.48681640625,2.699951171875,0.0,0.0
CO,band,1,A,A,ID,-17_38,72,203,0.9807060755336617,0.9559028740674349,1.3987375165414402,12000.0,2746.299072265625,53.60009765625,0.0,0.0
CO,band,1,A,A,ID,-18_33,225,90,0.9130370370370371,0.9541679510243339,0.5694834414531335,12000.0,2353.697509765625,1.199951171875,0.0,0.0
CO,band,1,A,A,ID,-18_35,83,188,0.9354011791848245,0.899593255347321,2.2244754223515697,12000.0,2563.33984375,22.5,0.0,0.0
CO,band,1,A,A,ID,-18_36,206,195,0.9903659447348767,0.9910285054310306,2.2244754223515697,24000.0,2976.02685546875,8.2998046875,0.0,0.0
