state,protocol,fold,train_domain,eval_domain,kind,tile,n_pos,n_neg,auc,ap,bfe,panel_scale,elev,hand,imperv,water
CO,band,0,AE,AE,ID,-18_37,54,224,0.9923115079365079,0.9682797852948277,1.4738408079160736,6000.0,2990.10986328125,60.599853515625,0.0,0.0
CO,band,0,AE,AE,ID,-19_37,77,277,0.999484270242393,0.9982147163918667,2.742322162871958,6000.0,2475.89794921875,64.0,0.0,0.0
CO,band,0,AE,AE,ID,-19_38,93,144,0.9978345280764636,0.996987391275763,3.8036216647881775,6000.0,2127.780517578125,18.300048828125,0.0,0.0
CO,band,0,AE,AE,ID,-20_32,40,141,0.9962765957446809,0.9878439885798223,0.8200771853291582,12000.0,2226.931640625,35.900146484375,0.0,0.0
CO,band,0,AE,AE,ID,-20_36,45,162,0.999039780521262,0.9964675940421267,2.742322162871958,24000.0,2267.1630859375,45.199951171875,0.0,0.0
CO,band,1,A,A,ID,-12_33,595,184,0.9814943368651808,0.9934750993956397,0.5340172771990488,24000.0,1108.7255859375,1.4000244140625,0.0,0.0
CO,band,1,A,A,ID,-15_39,407,244,0.9742417529302774,0.98552646177877,0.4985742665666153,6000.0,1436.5732421875,1.800048828125,0.0,0.0011111111111434635
CO,band,1,A,A,ID,-16_38,202,428,0.9753169242157861,0.9466905608975698,4.290055092091757,6000.0,1581.6696166992188,6.1500244140625,0.0,0.0
CO,band,1,A,A,ID,-17_38,72,203,0.9857006020799125,0.9710116275092907,1.3987375165414402,12000.0,2685.19775390625,41.099853515625,0.0,0.0
CO,band,1,A,A,ID,-18_33,225,90,0.9275555555555556,0.9693360055062209,0.5694834414531335,12000.0,2338.830810546875,1.0,0.0,0.001111111111113147
CO,band,1,A,A,ID,-18_35,83,188,0.9471930274288645,0.930076545211887,2.2244754223515697,12000.0,2529.8193359375,21.89990234375,0.0,0.0
CO,band,1,A,A,ID,-18_36,206,195,0.9873039581777446,0.9881185643684826,2.2244754223515697,24000.0,2944.583251953125,8.0,0.0,0.0
CO,band,1,A,A,ID,-19_35,269,133,0.9950526874807837,0.9975680844198915,2.0466789510249295,24000.0,2439.034912109375,2.550048828125,0.0,0.0
CO,band,1,A,A,ID,-20_34,113,245,0.9912588044067184,0.9816569274335377,2.0466789510249295,24000.0,3117.141845703125,40.7498779296875,0.0,0.0
CO,band,1,A,A,ID,-21_36,73,145,0.9989607935758148,0.997873584545582,2.9405562386278166,6000.0,1569.6842651367188,5.5,0.0,0.0
CO,band,1,A,A,ID,-22_33,156,178,0.9970109478536445,0.9964215432970257,0.9579615443391074,12000.0,2261.4735107421875,7.0,0.0,0.0
CO,band,1,A,AE,OOD,-11_40,631,279,0.9669751035223149,0.9839652630216607,,12000.0,1081.8193359375,1.0,0.0,0.0
