state,protocol,train,group,variable,n,spearman,p_value
LA,band,AE,terrain,water,35,0.16102089055339888,0.35545210234761904
LA,band,AE,terrain,elev,35,-0.2246498599439776,0.19448094220322903
LA,shadedX,A,provenance,bfe,29,-0.06729942108145415,0.7286887605357357
LA,shadedX,A,terrain,hand,29,-0.1602169528498163,0.4064111611732584
LA,shadedX,A,terrain,water,29,0.1682902893107079,0.38285145055362785
LA,shadedX,A,terrain,elev,29,0.07881773399014776,0.6844417327679787
LA,shadedX,AE,provenance,bfe,29,0.0749414798855753,0.6992269148592265
LA,shadedX,AE,terrain,hand,29,-0.12393742376615997,0.5218200963575038
LA,shadedX,AE,terrain,water,29,-0.077917791716718,0.6878644645948093
LA,shadedX,AE,terrain,elev,29,-0.2068965517241379,0.28153927401081613
MN,band,A,provenance,bfe,44,0.004300317503665412,0.9778982406021577
MN,band,A,provenance,panel_scale,44,0.1413696621748612,0.36000635719143503
MN,band,A,terrain,hand,44,-0.07897614506071589,0.6103427053693388
MN,band,A,terrain,water,44,-0.009238450177196286,0.952539541997239
MN,band,A,terrain,elev,44,0.2116983791402396,0.16773588465902783
MN,band,AE,provenance,bfe,44,0.10645048246778314,0.4916147208428498
MN,band,AE,provenance,panel_scale,44,-0.10535471107860331,0.49610976071666096
MN,band,AE,terrain,hand,44,0.07630736603242227,0.6224981089994831
MN,band,AE,terrain,water,44,-0.07543002488971014,0.6265160817280346
MN,band,AE,terrain,elev,44,-0.19238900634249473,0.2108787293951017
MN,shadedX,A,provenance,bfe,27,-0.013435115130126005,0.9469715129167432
MN,shadedX,A,provenance,panel_scale,27,-0.3525087831688172,0.07132395052041776
MN,shadedX,A,terrain,hand,27,0.23045219521038315,0.24749680913046407
MN,shadedX,A,terrain,water,27,0.20031535407230447,0.31643147174447034
MN,shadedX,A,terrain,elev,27,0.25824175824175827,0.1934090697288512
MN,shadedX,AE,provenance,bfe,27,0.16610687797246695,0.4076418370215355
MN,shadedX,AE,provenance,panel_scale,27,0.35110699005919294,0.07253557850480147
MN,shadedX,AE,terrain,hand,27,0.09380834404948157,0.6416407853557655
MN,shadedX,AE,terrain,water,27,-0.38222147390722505,0.04912113863228345
MN,shadedX,AE,terrain,elev,27,-0.05128205128205128,0.7994744542691841
MO,band,A,provenance,bfe,45,0.01443258317651922,0.9250320275551491
MO,band,A,terrain,hand,45,-0.003425898491545326,0.9821807586710569
MO,band,A,terrain,water,45,-0.018975414186414144,0.9015369719019215
MO,band,A,terrain,elev,45,0.19868247694334648,0.19074256162807945
MO,band,AE,provenance,bfe,45,-0.04520742331279158,0.7680873965135874
MO,band,AE,terrain,hand,45,0.05329731877960516,0.7280537441803796
MO,band,AE,terrain,water,45,-0.14810010115501515,0.3315997142915182
MO,band,AE,terrain,elev,45,0.04308300395256916,0.7787048296478744
MO,shadedX,A,provenance,bfe,31,0.08310641500490176,0.656701211767364
MO,shadedX,A,terrain,hand,31,-0.14360630454399534,0.4408751445956365
MO,shadedX,A,terrain,water,31,0.004776861436022444,0.9796533022319968
MO,shadedX,A,terrain,elev,31,-0.15927419354838712,0.3920855269047464
MO,shadedX,AE,provenance,bfe,31,-0.43525618708699715,0.014396272421148958
MO,shadedX,AE,terrain,hand,31,0.3340730892221029,0.0662427163464666
MO,shadedX,AE,terrain,water,31,-0.22264328084417656,0.22864140106287162
MO,shadedX,AE,terrain,elev,31,0.31935483870967746,0.07990979482690373
NC,band,A,provenance,bfe,13,-0.1464110743291049,0.6331571092356836
NC,band,A,terrain,hand,14,-0.05500553383506972,0.8518464444924992
NC,band,A,terrain,elev,14,-0.2351648351648352,0.4183338961985915
NC,band,AE,provenance,bfe,13,0.12707376262526088,0.6791015490788794
NC,band,AE,terrain,hand,14,-0.2709257673496865,0.34881620199674573
NC,band,AE,terrain,water,14,0.03245588521881892,0.9122949586462209
NC,band,AE,terrain,elev,14,-0.2175824175824176,0.45491937317003306
NC,shadedX,A,provenance,bfe,8,-0.7831893756568049,0.02151553051380285
NC,shadedX,A,terrain,hand,9,0.26666666666666666,0.48792227483870076
NC,shadedX,A,terrain,elev,9,-0.3666666666666667,0.3317398014330152
NC,shadedX,AE,provenance,bfe,8,-0.13253974049576697,0.7543830198574714
NC,shadedX,AE,terrain,hand,9,-0.08368274087557231,0.8305146353314998
NC,shadedX,AE,terrain,elev,9,0.016666666666666666,0.9660548039946862
TX,band,A,provenance,bfe,53,0.21203751106502036,0.1274493257212101
TX,band,A,provenance,panel_scale,53,-0.15020760099958125,0.28302101422811854
TX,band,A,terrain,hand,53,0.06866381765732432,0.6251690752772349
TX,band,A,terrain,water,53,0.04824278118696159,0.7315699985574169
TX,band,A,terrain,elev,53,0.15820029027576196,0.25788891010442705
TX,band,AE,provenance,bfe,53,-0.28496542738136166,0.03862049425131947
TX,band,AE,terrain,hand,53,0.010323205286460364,0.9415165338918692
TX,band,AE,terrain,water,53,-0.01663530543506814,0.9058876809159777
TX,band,AE,terrain,elev,53,-0.06265118529269473,0.6558357907598207
TX,shadedX,A,provenance,bfe,28,-0.07451037529583261,0.706306892932454
TX,shadedX,A,provenance,panel_scale,28,-0.05178795552215544,0.7935391230800203
TX,shadedX,A,terrain,hand,28,-0.1926655719759168,0.32597525763872565
TX,shadedX,A,terrain,water,28,0.07092867815109266,0.7198495342847199
TX,shadedX,A,terrain,elev,28,-0.20032840722495895,0.3067253931901871
TX,shadedX,AE,provenance,bfe,28,-0.1703876964485584,0.3860160772544311
TX,shadedX,AE,terrain,hand,28,0.11498974275640979,0.5601185808611695
TX,shadedX,AE,terrain,water,28,0.19978609500581032,0.3080639342310526
TX,shadedX,AE,terrain,elev,28,0.02463054187192118,0.900991434158844
VT,band,A,provenance,bfe,13,0.19140985349736644,0.5310299108048445
VT,band,A,provenance,panel_scale,13,0.1853123291652753,0.5444368360960797
VT,band,A,terrain,hand,13,-0.06593406593406594,0.830542385756094
VT,band,A,terrain,water,13,0.052414241836095915,0.8649667720135803
VT,band,A,terrain,elev,13,-0.12637362637362637,0.6807854750709491
VT,band,AE,provenance,bfe,13,-0.25243908214870064,0.40536661811808317
VT,band,AE,provenance,panel_scale,13,-0.38516444325982163,0.1937225931716407
VT,band,AE,terrain,hand,13,-0.23626373626373626,0.4370835438311815
VT,band,AE,terrain,water,13,-0.052414241836095915,0.8649667720135803
VT,band,AE,terrain,elev,13,0.13186813186813187,0.6676075762175147
VT,shadedX,A,provenance,bfe,11,0.3578132236660672,0.27996057348687103
VT,shadedX,A,terrain,hand,11,-0.2372734736516101,0.48236033393909306
VT,shadedX,A,terrain,water,11,0.37905238362839516,0.25028522456989677
VT,shadedX,A,terrain,elev,11,-0.10000000000000002,0.7698749998921367
VT,shadedX,AE,provenance,bfe,11,-0.36240057268742704,0.27339209620545185
VT,shadedX,AE,terrain,hand,11,0.3090909090909091,0.3550284397015072
VT,shadedX,AE,terrain,water,11,-0.3685231507498286,0.26476160153018014
VT,shadedX,AE,terrain,elev,11,0.3454545454545455,0.29808922090303847
