cell,graph,knn,n_points,n_sel_models,c_mean,c_sd,frac_negative,moran_I,null_mean,null_sd,z,p_perm,n_blocks,n_blocks_negative,frac_blocks_negative
FL_band_AE_s0,knn,10,9412,180,0.009976274320864217,0.020260660067961265,0.29303017424564387,0.6696943363061435,0.0005290788109577802,0.004278999191686242,156.3835905356844,0.004975124378109453,312,64,0.20512820512820512
