cell,tag,split,graph,knn,frac,k,mu,method,n_sel_models,n_rep_models,r_full,r,p,rho,r_train,r_val,purity,P_hard,n_cc,largest_cc_frac,tiles,blocks,moran_I,jaccard_vs_smallest
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,trees->others,knn,10,0.05,470,10.0,hard,188,112,0.6513587556373606,-0.2608639089654843,0.005469051710446854,-0.23942494960194077,,,0.4794317667800146,0.6076595744680852,110,0.13404255319148936,21,103,0.45209930461325304,
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,trees->others,knn,10,0.05,470,10.0,random,188,112,0.6513587556373606,0.5144589879612468,6.535960500116636e-09,0.4420336898213005,,,0.04649036594749987,1.1351063829787233,352,0.00851063829787234,23,196,-0.0041870346964258875,
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,trees->others,knn,10,0.1,941,0.0,oodselect,188,112,0.6513587556373606,-0.6448658141118362,1.6759496060041824e-14,-0.614309632008747,-0.8419190694066743,,0.505941423935505,0.5840595111583422,134,0.17215727948990436,22,135,0.45051647890085944,13.023702511250875
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,trees->others,knn,10,0.1,941,0.0,nullsel,188,112,0.6513587556373606,0.8998367109186226,1.9658628169063133e-41,0.8581886518539847,,,0.2546159413533806,0.8804463336875664,321,0.11158342189160468,23,206,0.17378118570296439,
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,trees->others,knn,10,0.1,941,0.0,hard,188,112,0.6513587556373606,-0.36822562743918114,6.48285207269047e-05,-0.401057505039806,,,0.47716761137587577,0.6179596174282678,172,0.07226354941551541,22,158,0.41916205360398523,
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,trees->others,knn,10,0.1,941,0.0,random,188,112,0.6513587556373606,0.6315928837053284,8.238485012285148e-14,0.5976013940615711,,,0.10220936847397236,1.0626992561105206,490,0.020191285866099893,23,235,0.002994009359206028,
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,trees->others,knn,10,0.1,941,0.1,oodselect,188,112,0.6513587556373606,-0.646001777143258,1.4571054524242315e-14,-0.6142669217890456,-0.8401922145638941,,0.5132724830606505,0.575664187035069,137,0.16790648246546228,22,136,0.4589374169873007,12.596351293520623
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,trees->others,knn,10,0.1,941,0.1,nullsel,188,112,0.6513587556373606,0.9043792854253629,1.737183882495084e-42,0.8557846721563536,,,0.25128986838789336,0.8888416578108396,313,0.09670563230605739,23,193,0.16902343785684923,
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,trees->others,knn,10,0.1,941,0.1,hard,188,112,0.6513587556373606,-0.36822562743918114,6.48285207269047e-05,-0.401057505039806,,,0.47716761137587577,0.6179596174282678,172,0.07226354941551541,22,158,0.41916205360398523,
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,trees->others,knn,10,0.1,941,0.1,random,188,112,0.6513587556373606,0.6315928837053284,8.238485012285148e-14,0.5976013940615711,,,0.10220936847397236,1.0626992561105206,490,0.020191285866099893,23,235,0.002994009359206028,
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,trees->others,knn,10,0.1,941,0.3,oodselect,188,112,0.6513587556373606,-0.6474277803595332,1.2213555224320454e-14,-0.6134639696586599,-0.8390137010004773,,0.5160829348177799,0.5726886291179596,136,0.1689691817215728,22,135,0.4614059406120363,12.260673804755086
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,trees->others,knn,10,0.1,941,0.3,nullsel,188,112,0.6513587556373606,0.9046468669350223,1.500168741963662e-42,0.8634468855707794,,,0.24867787670023617,0.8866099893730074,312,0.10414452709883103,23,196,0.16975994658921473,
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,trees->others,knn,10,0.1,941,0.3,hard,188,112,0.6513587556373606,-0.36822562743918114,6.48285207269047e-05,-0.401057505039806,,,0.47716761137587577,0.6179596174282678,172,0.07226354941551541,22,158,0.41916205360398523,
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,trees->others,knn,10,0.1,941,0.3,random,188,112,0.6513587556373606,0.6315928837053284,8.238485012285148e-14,0.5976013940615711,,,0.10220936847397236,1.0626992561105206,490,0.020191285866099893,23,235,0.002994009359206028,
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,trees->others,knn,10,0.1,941,1.0,oodselect,188,112,0.6513587556373606,-0.6479941257779354,1.1383816101227607e-14,-0.6149673693921482,-0.8441867817730626,,0.5324600823242016,0.5528161530286929,124,0.17003188097768332,22,127,0.4793028214964911,11.166674844803817
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,trees->others,knn,10,0.1,941,1.0,nullsel,188,112,0.6513587556373606,0.8993114204774174,2.5830691520334386e-41,0.8502665117709366,,,0.2895658705106529,0.8368756641870351,282,0.12646121147715197,22,188,0.21220269793493263,
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,trees->others,knn,10,0.1,941,1.0,hard,188,112,0.6513587556373606,-0.36822562743918114,6.48285207269047e-05,-0.401057505039806,,,0.47716761137587577,0.6179596174282678,172,0.07226354941551541,22,158,0.41916205360398523,
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,trees->others,knn,10,0.1,941,1.0,random,188,112,0.6513587556373606,0.6315928837053284,8.238485012285148e-14,0.5976013940615711,,,0.10220936847397236,1.0626992561105206,490,0.020191285866099893,23,235,0.002994009359206028,
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,trees->others,knn,10,0.1,941,3.0,oodselect,188,112,0.6513587556373606,-0.640572589320459,2.8290894490500154e-14,-0.6128318584070797,-0.8407133909382111,,0.5684824601325393,0.5107332624867162,110,0.17321997874601489,22,119,0.5198347238746501,9.10830587953237
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,trees->others,knn,10,0.1,941,3.0,nullsel,188,112,0.6513587556373606,0.8981489688213926,4.701631889456194e-41,0.8601667406977141,,,0.35841558477147223,0.7546227417640807,238,0.12539851222104145,23,175,0.2903599360508835,
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,trees->others,knn,10,0.1,941,3.0,hard,188,112,0.6513587556373606,-0.36822562743918114,6.48285207269047e-05,-0.401057505039806,,,0.47716761137587577,0.6179596174282678,172,0.07226354941551541,22,158,0.41916205360398523,
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,trees->others,knn,10,0.1,941,3.0,random,188,112,0.6513587556373606,0.6315928837053284,8.238485012285148e-14,0.5976013940615711,,,0.10220936847397236,1.0626992561105206,490,0.020191285866099893,23,235,0.002994009359206028,
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,trees->others,knn,10,0.1,941,10.0,oodselect,188,112,0.6513587556373606,-0.616038015398231,4.844069842713603e-13,-0.6013940615710528,-0.8198755595261277,,0.6655911584258347,0.3935175345377258,69,0.1806588735387885,16,91,0.6242895391862215,7.154343101095608
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,trees->others,knn,10,0.1,941,10.0,nullsel,188,112,0.6513587556373606,0.8076213956914411,5.502226208868745e-27,0.7609936105511327,,,0.5861991736913598,0.4820403825717322,112,0.1636556854410202,20,125,0.5433653117288039,
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,trees->others,knn,10,0.1,941,10.0,hard,188,112,0.6513587556373606,-0.36822562743918114,6.48285207269047e-05,-0.401057505039806,,,0.47716761137587577,0.6179596174282678,172,0.07226354941551541,22,158,0.41916205360398523,
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,trees->others,knn,10,0.1,941,10.0,random,188,112,0.6513587556373606,0.6315928837053284,8.238485012285148e-14,0.5976013940615711,,,0.10220936847397236,1.0626992561105206,490,0.020191285866099893,23,235,0.002994009359206028,
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,trees->others,knn,10,0.25,2353,0.0,oodselect,188,112,0.6513587556373606,-0.12562668825122433,0.18689234655499806,-0.18622509994191414,0.1379202180535731,,0.30665912281268276,0.8234594135146621,321,0.08032299192520187,23,271,0.07471099646508074,1.879095133284422
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,trees->others,knn,10,0.25,2353,0.0,nullsel,188,112,0.6513587556373606,0.7630090919693342,1.4100337804636106e-22,0.7357433286636826,,,0.2571441962745996,0.8798555036124097,359,0.04929876753081173,23,286,0.01058087322059807,
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,trees->others,knn,10,0.25,2353,0.0,hard,188,112,0.6513587556373606,0.2280862974582306,0.015574722453606697,0.17993815560187243,,,0.5894854782123883,0.4859753506162346,206,0.09434764130896728,23,220,0.45598070125155254,
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,trees->others,knn,10,0.25,2353,0.0,random,188,112,0.6513587556373606,0.6672035438979091,9.560772451814193e-16,0.6307359825058941,,,0.2471042998079987,0.8915427114322142,368,0.029749256268593285,23,282,-0.0029139199388554505,
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,trees->others,knn,10,0.25,2353,0.1,oodselect,188,112,0.6513587556373606,-0.04368764025722571,0.6473992328812347,-0.0884443229575973,0.2147324535773361,,0.300996597424713,0.8283467913302167,328,0.07139821504462389,23,273,0.0681427343078246,1.9748821603927986
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,trees->others,knn,10,0.25,2353,0.1,nullsel,188,112,0.6513587556373606,0.7940760132186869,1.5605542481469215e-25,0.7514366680849389,,,0.25550298427247886,0.8837229069273268,375,0.02634934126646834,23,279,0.007356453616126875,
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,trees->others,knn,10,0.25,2353,0.1,hard,188,112,0.6513587556373606,0.2280862974582306,0.015574722453606697,0.17993815560187243,,,0.5894854782123883,0.4859753506162346,206,0.09434764130896728,23,220,0.45598070125155254,
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,trees->others,knn,10,0.25,2353,0.1,random,188,112,0.6513587556373606,0.6672035438979091,9.560772451814193e-16,0.6307359825058941,,,0.2471042998079987,0.8915427114322142,368,0.029749256268593285,23,282,-0.0029139199388554505,
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,trees->others,knn,10,0.25,2353,0.3,oodselect,188,112,0.6513587556373606,-0.09754387819017747,0.30622802032162705,-0.15265486725663718,0.2085070845894124,,0.2962136787931932,0.8359966000849979,341,0.08244793880152997,23,268,0.06092958822967422,1.6334501017014822
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,trees->others,knn,10,0.25,2353,0.3,nullsel,188,112,0.6513587556373606,0.7391654658119374,1.3402371615542084e-20,0.7185909044316124,,,0.25788163450295915,0.8847428814279643,348,0.06459838504037399,23,277,0.009506066685774339,
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,trees->others,knn,10,0.25,2353,0.3,hard,188,112,0.6513587556373606,0.2280862974582306,0.015574722453606697,0.17993815560187243,,,0.5894854782123883,0.4859753506162346,206,0.09434764130896728,23,220,0.45598070125155254,
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,trees->others,knn,10,0.25,2353,0.3,random,188,112,0.6513587556373606,0.6672035438979091,9.560772451814193e-16,0.6307359825058941,,,0.2471042998079987,0.8915427114322142,368,0.029749256268593285,23,282,-0.0029139199388554505,
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,trees->others,knn,10,0.25,2353,1.0,oodselect,188,112,0.6513587556373606,-0.10820626034165973,0.25610781547245676,-0.17637612327877814,0.15920664129928094,,0.31589891939070713,0.8101572460688483,335,0.09732256693582661,23,277,0.08863571223846374,1.7367829787234044
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,trees->others,knn,10,0.25,2353,1.0,nullsel,188,112,0.6513587556373606,0.7628788151833439,1.4476489797208674e-22,0.7284740492705094,,,0.2589581531478708,0.8770505737356566,376,0.05439864003399915,23,279,0.01234833285564154,
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,trees->others,knn,10,0.25,2353,1.0,hard,188,112,0.6513587556373606,0.2280862974582306,0.015574722453606697,0.17993815560187243,,,0.5894854782123883,0.4859753506162346,206,0.09434764130896728,23,220,0.45598070125155254,
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,trees->others,knn,10,0.25,2353,1.0,random,188,112,0.6513587556373606,0.6672035438979091,9.560772451814193e-16,0.6307359825058941,,,0.2471042998079987,0.8915427114322142,368,0.029749256268593285,23,282,-0.0029139199388554505,
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,trees->others,knn,10,0.25,2353,3.0,oodselect,188,112,0.6513587556373606,-0.1680989330470189,0.07645033069229634,-0.23444493798476101,0.10917670129247542,,0.3377310060620609,0.7840203994900128,323,0.07819804504887377,23,255,0.11818094965128499,1.8600257404450817
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,trees->others,knn,10,0.25,2353,3.0,nullsel,188,112,0.6513587556373606,0.7537079902939954,8.86280023817406e-22,0.7231694399835994,,,0.2780492533426013,0.8586910327241819,338,0.04844878878028049,23,264,0.036185153339065634,
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,trees->others,knn,10,0.25,2353,3.0,hard,188,112,0.6513587556373606,0.2280862974582306,0.015574722453606697,0.17993815560187243,,,0.5894854782123883,0.4859753506162346,206,0.09434764130896728,23,220,0.45598070125155254,
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,trees->others,knn,10,0.25,2353,3.0,random,188,112,0.6513587556373606,0.6672035438979091,9.560772451814193e-16,0.6307359825058941,,,0.2471042998079987,0.8915427114322142,368,0.029749256268593285,23,282,-0.0029139199388554505,
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,trees->others,knn,10,0.25,2353,10.0,oodselect,188,112,0.6513587556373606,-0.2501837614569426,0.00780381486442085,-0.2973656336488195,-0.13088600527511698,,0.4076781569541125,0.692435189120272,297,0.10242243943901402,23,260,0.2154151141683386,1.9268967207089476
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,trees->others,knn,10,0.25,2353,10.0,nullsel,188,112,0.6513587556373606,0.8107173179030515,2.467585812092876e-27,0.7755663375132401,,,0.31498701498540316,0.8062898427539311,337,0.029749256268593285,23,267,0.08899398108340498,
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,trees->others,knn,10,0.25,2353,10.0,hard,188,112,0.6513587556373606,0.2280862974582306,0.015574722453606697,0.17993815560187243,,,0.5894854782123883,0.4859753506162346,206,0.09434764130896728,23,220,0.45598070125155254,
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,trees->others,knn,10,0.25,2353,10.0,random,188,112,0.6513587556373606,0.6672035438979091,9.560772451814193e-16,0.6307359825058941,,,0.2471042998079987,0.8915427114322142,368,0.029749256268593285,23,282,-0.0029139199388554505,
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,others->trees,knn,10,0.05,470,0.0,oodselect,112,188,0.8994604468554082,-0.9108718832771386,2.0538823414088432e-73,-0.9403554651731902,-0.9095053533761964,,0.26383474363284654,0.8685106382978723,156,0.09574468085106383,22,140,0.22641984024798786,39.05106382978723
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,others->trees,knn,10,0.05,470,0.0,nullsel,112,188,0.8994604468554082,0.17684512671702504,0.01519185697347844,0.16237761808353668,,,0.20323669776892556,0.9331914893617022,192,0.08085106382978724,22,153,0.1591712326018012,
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,others->trees,knn,10,0.05,470,0.0,hard,112,188,0.8994604468554082,0.40792108982113234,6.226076960075724e-09,0.3927129820100163,,,0.4734355678739283,0.6146808510638297,118,0.1829787234042553,22,118,0.44637902165622023,
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,others->trees,knn,10,0.05,470,0.0,random,112,188,0.8994604468554082,0.8770702245771591,3.9325376631721285e-61,0.8600227200075131,,,0.049667716861083566,1.1327659574468085,351,0.01276595744680851,23,194,0.00043869604656899955,
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,others->trees,knn,10,0.05,470,0.1,oodselect,112,188,0.8994604468554082,-0.9030797994205501,3.4386190523816494e-70,-0.9394723106681091,-0.8963253987282404,,0.2626453390200838,0.8657446808510638,158,0.11702127659574468,21,135,0.2283643112131848,39.05106382978723
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,others->trees,knn,10,0.05,470,0.1,nullsel,112,188,0.8994604468554082,0.08268196515088767,0.25929892825911877,0.03338107304175388,,,0.211757089906339,0.9193617021276596,191,0.08085106382978724,22,154,0.1692334586474488,
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,others->trees,knn,10,0.05,470,0.1,hard,112,188,0.8994604468554082,0.40792108982113234,6.226076960075724e-09,0.3927129820100163,,,0.4734355678739283,0.6146808510638297,118,0.1829787234042553,22,118,0.44637902165622023,
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,others->trees,knn,10,0.05,470,0.1,random,112,188,0.8994604468554082,0.8770702245771591,3.9325376631721285e-61,0.8600227200075131,,,0.049667716861083566,1.1327659574468085,351,0.01276595744680851,23,194,0.00043869604656899955,
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,others->trees,knn,10,0.05,470,0.3,oodselect,112,188,0.8994604468554082,-0.8945713351536072,5.729139142346665e-67,-0.9289665647457003,-0.8867963105169585,,0.3072245777482587,0.8142553191489361,145,0.11702127659574468,21,134,0.27405163631440393,39.05106382978723
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,others->trees,knn,10,0.05,470,0.3,nullsel,112,188,0.8994604468554082,0.16165899197538738,0.02666601409496449,0.1323395286591764,,,0.2217322270623272,0.9078723404255319,187,0.08297872340425531,22,151,0.18044776468440085,
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,others->trees,knn,10,0.05,470,0.3,hard,112,188,0.8994604468554082,0.40792108982113234,6.226076960075724e-09,0.3927129820100163,,,0.4734355678739283,0.6146808510638297,118,0.1829787234042553,22,118,0.44637902165622023,
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,others->trees,knn,10,0.05,470,0.3,random,112,188,0.8994604468554082,0.8770702245771591,3.9325376631721285e-61,0.8600227200075131,,,0.049667716861083566,1.1327659574468085,351,0.01276595744680851,23,194,0.00043869604656899955,
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,others->trees,knn,10,0.05,470,1.0,oodselect,112,188,0.8994604468554082,-0.8448943415858012,2.007226251978197e-52,-0.8852025566329599,-0.8869496218844779,,0.43628562353374617,0.6559574468085106,109,0.11702127659574468,21,116,0.41145300143373364,39.05106382978723
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,others->trees,knn,10,0.05,470,1.0,nullsel,112,188,0.8994604468554082,0.02514831722788584,0.7319213433914149,-0.01738857172785838,,,0.2863267843962462,0.828936170212766,160,0.0851063829787234,22,140,0.2499792703034674,
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,others->trees,knn,10,0.05,470,1.0,hard,112,188,0.8994604468554082,0.40792108982113234,6.226076960075724e-09,0.3927129820100163,,,0.4734355678739283,0.6146808510638297,118,0.1829787234042553,22,118,0.44637902165622023,
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,others->trees,knn,10,0.05,470,1.0,random,112,188,0.8994604468554082,0.8770702245771591,3.9325376631721285e-61,0.8600227200075131,,,0.049667716861083566,1.1327659574468085,351,0.01276595744680851,23,194,0.00043869604656899955,
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,others->trees,knn,10,0.05,470,3.0,oodselect,112,188,0.8994604468554082,-0.7513602045698762,2.046333352331025e-35,-0.7768617131752565,-0.8217925670313458,,0.7083077472173217,0.33659574468085107,39,0.24680851063829787,18,60,0.6898995587359114,39.05106382978723
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,others->trees,knn,10,0.05,470,3.0,nullsel,112,188,0.8994604468554082,0.025238065514648984,0.7310013779223592,0.02667885142957249,,,0.48977878157164767,0.5831914893617022,98,0.08723404255319149,22,104,0.4671827347828537,
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,others->trees,knn,10,0.05,470,3.0,hard,112,188,0.8994604468554082,0.40792108982113234,6.226076960075724e-09,0.3927129820100163,,,0.4734355678739283,0.6146808510638297,118,0.1829787234042553,22,118,0.44637902165622023,
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,others->trees,knn,10,0.05,470,3.0,random,112,188,0.8994604468554082,0.8770702245771591,3.9325376631721285e-61,0.8600227200075131,,,0.049667716861083566,1.1327659574468085,351,0.01276595744680851,23,194,0.00043869604656899955,
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,others->trees,knn,10,0.05,470,10.0,oodselect,112,188,0.8994604468554082,-0.648266234640266,8.573689684613273e-24,-0.6682373211341222,-0.6755614112286891,,0.8422760322697743,0.18659574468085105,12,0.3872340425531915,7,32,0.830304162670934,39.05106382978723
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,others->trees,knn,10,0.05,470,10.0,nullsel,112,188,0.8994604468554082,-0.11905060997790246,0.10368498980289528,-0.08520905838391755,,,0.7700814994697974,0.26085106382978723,31,0.1702127659574468,15,50,0.7594881107282531,
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,others->trees,knn,10,0.05,470,10.0,hard,112,188,0.8994604468554082,0.40792108982113234,6.226076960075724e-09,0.3927129820100163,,,0.4734355678739283,0.6146808510638297,118,0.1829787234042553,22,118,0.44637902165622023,
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,others->trees,knn,10,0.05,470,10.0,random,112,188,0.8994604468554082,0.8770702245771591,3.9325376631721285e-61,0.8600227200075131,,,0.049667716861083566,1.1327659574468085,351,0.01276595744680851,23,194,0.00043869604656899955,
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,others->trees,knn,10,0.1,941,0.0,oodselect,112,188,0.8994604468554082,-0.7495997313718022,3.6001643749765507e-35,-0.7674955797123698,-0.6676797456651247,,0.5966445928175593,0.47747077577045693,108,0.1647183846971307,21,106,0.5518660747472064,6.220212281444107
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,others->trees,knn,10,0.1,941,0.0,nullsel,112,188,0.8994604468554082,0.2852867511363489,7.237100710992256e-05,0.2837562782532685,,,0.2474323639757619,0.8829968119022317,299,0.04782146652497343,23,202,0.16263247274878417,
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,others->trees,knn,10,0.1,941,0.0,hard,112,188,0.8994604468554082,0.3396949548770811,1.8497258739925272e-06,0.3377876347533037,,,0.44001850671658005,0.6567481402763018,209,0.14452709883103082,23,186,0.3803620392105133,
FL_band_AE_s0,FL_band_AE_s0_mu0_knn,others->trees,knn,10,0.1,941,0.0,random,112,188,0.8994604468554082,0.8813325711315624,1.8152211035820496e-62,0.8680397401466867,,,0.10286723084949233,1.057173219978746,499,0.01487778958554729,23,248,0.004188252949189775,
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,others->trees,knn,10,0.1,941,0.1,oodselect,112,188,0.8994604468554082,-0.758240567729443,2.1480354823530296e-36,-0.7806562072758206,-0.6703071751138683,,0.5984166246413196,0.47555791710945805,104,0.17003188097768332,21,106,0.5538170265422705,7.705996919074555
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,others->trees,knn,10,0.1,941,0.1,nullsel,112,188,0.8994604468554082,0.34142071258325773,1.6269450008405995e-06,0.35289156343631983,,,0.24731969951406654,0.8848034006376195,292,0.0669500531349628,23,202,0.1624533848582313,
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,others->trees,knn,10,0.1,941,0.1,hard,112,188,0.8994604468554082,0.3396949548770811,1.8497258739925272e-06,0.3377876347533037,,,0.44001850671658005,0.6567481402763018,209,0.14452709883103082,23,186,0.3803620392105133,
FL_band_AE_s0,FL_band_AE_s0_mu0p1_knn,others->trees,knn,10,0.1,941,0.1,random,112,188,0.8994604468554082,0.8813325711315624,1.8152211035820496e-62,0.8680397401466867,,,0.10286723084949233,1.057173219978746,499,0.01487778958554729,23,248,0.004188252949189775,
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,others->trees,knn,10,0.1,941,0.3,oodselect,112,188,0.8994604468554082,-0.7458964783899158,1.1636202049445955e-34,-0.7645264467750412,-0.6667476644410123,,0.6215340949895207,0.4485653560042508,98,0.17747077577045697,21,102,0.579896005255682,6.0992933462988255
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,others->trees,knn,10,0.1,941,0.3,nullsel,112,188,0.8994604468554082,0.34687924566512385,1.0786273657220287e-06,0.3537349850188821,,,0.25384184172394464,0.8798087141339002,305,0.044633368756641874,23,211,0.17071522301403147,
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,others->trees,knn,10,0.1,941,0.3,hard,112,188,0.8994604468554082,0.3396949548770811,1.8497258739925272e-06,0.3377876347533037,,,0.44001850671658005,0.6567481402763018,209,0.14452709883103082,23,186,0.3803620392105133,
FL_band_AE_s0,FL_band_AE_s0_mu0p3_knn,others->trees,knn,10,0.1,941,0.3,random,112,188,0.8994604468554082,0.8813325711315624,1.8152211035820496e-62,0.8680397401466867,,,0.10286723084949233,1.057173219978746,499,0.01487778958554729,23,248,0.004188252949189775,
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,others->trees,knn,10,0.1,941,1.0,oodselect,112,188,0.8994604468554082,-0.7424894642720168,3.3636376513220517e-34,-0.7608439272743034,-0.6600611336223343,,0.6549763858222599,0.4083953241232731,82,0.1806588735387885,20,92,0.6162471878664044,6.8689460776683395
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,others->trees,knn,10,0.1,941,1.0,nullsel,112,188,0.8994604468554082,0.3039323214116101,2.232585786409791e-05,0.3035559159612568,,,0.2705992009753735,0.8585547290116897,277,0.06588735387885228,23,199,0.18998573149694725,
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,others->trees,knn,10,0.1,941,1.0,hard,112,188,0.8994604468554082,0.3396949548770811,1.8497258739925272e-06,0.3377876347533037,,,0.44001850671658005,0.6567481402763018,209,0.14452709883103082,23,186,0.3803620392105133,
FL_band_AE_s0,FL_band_AE_s0_mu1_knn,others->trees,knn,10,0.1,941,1.0,random,112,188,0.8994604468554082,0.8813325711315624,1.8152211035820496e-62,0.8680397401466867,,,0.10286723084949233,1.057173219978746,499,0.01487778958554729,23,248,0.004188252949189775,
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,others->trees,knn,10,0.1,941,3.0,oodselect,112,188,0.8994604468554082,-0.7103742386563543,3.4770318369143875e-30,-0.7332241279978039,-0.6464583178323591,,0.7302770147079359,0.3153028692879915,49,0.20297555791710944,17,75,0.7007348349748357,7.738971474040874
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,others->trees,knn,10,0.1,941,3.0,nullsel,112,188,0.8994604468554082,0.27433814271846263,0.00013907705934594944,0.28669290243580875,,,0.34548689915769437,0.7608926673751328,232,0.12646121147715197,23,184,0.2751699537204812,
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,others->trees,knn,10,0.1,941,3.0,hard,112,188,0.8994604468554082,0.3396949548770811,1.8497258739925272e-06,0.3377876347533037,,,0.44001850671658005,0.6567481402763018,209,0.14452709883103082,23,186,0.3803620392105133,
FL_band_AE_s0,FL_band_AE_s0_mu3_knn,others->trees,knn,10,0.1,941,3.0,random,112,188,0.8994604468554082,0.8813325711315624,1.8152211035820496e-62,0.8680397401466867,,,0.10286723084949233,1.057173219978746,499,0.01487778958554729,23,248,0.004188252949189775,
FL_band_AE_s0,FL_band_AE_s0_mu10_knn,others->trees,knn,10,0.1,941,10.0,oodselect,112,188,0.8994604468554082,-0.6457794178428089,1.440017054232737e-23,-0.6698952676283237,-0.6133010664396028,,0.830824011270345,0.19532412327311371,30,0.2507970244420829,14,61,0.8108037500192367,11.565032943497666
